Gap	Count	Annotation							
164.8	21312	NA	FALSE						
164.825	21072	NA	FALSE						
164.85	17476	NA	FALSE						
164.875	17078	NA	FALSE						
164.9	26110	NA	FALSE						
164.925	26180	NA	FALSE						
164.95	20998	NA	FALSE						
164.975	29052	NA	FALSE						
165	51901	NA	FALSE						
165.025	84611	NA	TRUE						
165.05	172727	NA	TRUE						
165.075	254179	NA	TRUE						
165.1	183395	NA	TRUE						
165.125	111696	NA	TRUE						
165.15	77324	NA	TRUE						
165.175	36417	NA	FALSE						
165.2	22855	NA	FALSE						
165.225	23477	NA	FALSE						
165.25	26702	NA	FALSE						
165.275	19592	NA	FALSE						
165.3	15504	NA	FALSE						
165.325	19094	NA	FALSE						
165.35	20886	NA	FALSE						
165.375	24463	NA	FALSE						
165.4	41874	NA	FALSE						
165.425	44372	NA	FALSE						
165.45	24844	NA	FALSE						
165.475	21068	NA	FALSE						
165.5	26860	NA	FALSE						
165.525	40582	NA	FALSE						
165.55	74712	NA	TRUE						
165.575	131720	NA	TRUE						
165.6	99508	NA	TRUE						
165.625	52300	NA	FALSE						
165.65	32481	NA	FALSE						
165.675	23418	NA	FALSE						
165.7	22202	NA	FALSE						
165.725	35593	NA	FALSE						
165.75	46379	NA	FALSE						
165.775	36403	NA	FALSE						
165.8	20969	NA	FALSE						
165.825	20707	NA	FALSE						
165.85	19128	NA	FALSE						
165.875	17193	NA	FALSE						
165.9	26300	NA	FALSE						
165.925	26628	NA	FALSE						
165.95	19892	NA	FALSE						
165.975	28709	NA	FALSE						
166	53646	NA	FALSE						
166.025	80786	NA	TRUE						
166.05	156294	NA	TRUE						
166.075	253083	NA	TRUE						
166.1	195106	NA	TRUE						
166.125	115814	NA	TRUE						
166.15	66718	NA	TRUE						
166.175	39026	NA	FALSE						
166.2	21720	NA	FALSE						
166.225	22609	NA	FALSE						
166.25	27415	NA	FALSE						
166.275	18692	NA	FALSE						
166.3	14755	NA	FALSE						
166.325	19202	NA	FALSE						
166.35	20984	NA	FALSE						
166.375	25015	NA	FALSE						
166.4	42625	NA	FALSE						
166.425	44663	NA	FALSE						
166.45	25241	NA	FALSE						
166.475	20323	NA	FALSE						
166.5	26149	NA	FALSE						
166.525	39851	NA	FALSE						
166.55	71247	NA	TRUE						
166.575	130935	NA	TRUE						
166.6	94476	NA	TRUE						
166.625	51972	NA	FALSE						
166.65	34697	NA	FALSE						
166.675	22350	NA	FALSE						
166.7	21683	NA	FALSE						
166.725	36607	NA	FALSE						
166.75	48616	NA	FALSE						
166.775	33562	NA	FALSE						
166.8	20351	NA	FALSE						
166.825	22154	NA	FALSE						
166.85	17980	NA	FALSE						
166.875	16387	NA	FALSE						
166.9	25709	NA	FALSE						
166.925	28646	NA	FALSE						
166.95	19979	NA	FALSE						
166.975	27367	NA	FALSE						
167	50992	"oxonium-NLoss: HexNAc - H2O,CS 1"	FALSE						
167.025	85602	NA	TRUE						
167.05	148913	NA	TRUE						
167.075	230972	NA	TRUE						
167.1	196858	NA	TRUE						
167.125	120439	NA	TRUE						
167.15	65535	NA	TRUE						
167.175	37215	NA	FALSE						
167.2	22162	NA	FALSE						
167.225	22189	NA	FALSE						
167.25	28593	NA	FALSE						
167.275	18851	NA	FALSE						
167.3	15135	NA	FALSE						
167.325	18845	NA	FALSE						
167.35	20736	NA	FALSE						
167.375	24314	NA	FALSE						
167.4	46668	NA	FALSE						
167.425	46412	NA	FALSE						
167.45	27070	NA	FALSE						
167.475	20953	NA	FALSE						
167.5	26535	NA	FALSE						
167.525	39675	NA	FALSE						
167.55	69679	NA	TRUE						
167.575	117738	NA	TRUE						
167.6	94677	NA	TRUE						
167.625	52895	NA	FALSE						
167.65	32419	NA	FALSE						
167.675	25483	NA	FALSE						
167.7	21937	NA	FALSE						
167.725	37213	NA	FALSE						
167.75	52198	NA	FALSE						
167.775	33267	NA	FALSE						
167.8	20627	NA	FALSE						
167.825	21091	NA	FALSE						
167.85	17866	NA	FALSE						
167.875	17197	NA	FALSE						
167.9	26849	NA	FALSE						
167.925	29968	NA	FALSE						
167.95	20421	NA	FALSE						
167.975	28043	NA	FALSE						
168	48118	"oxonium-NLoss: HexNAc - H2O,CS 1"	FALSE						
168.025	87908	NA	TRUE						
168.05	171818	NA	TRUE						
168.075	213666	NA	TRUE						
168.1	211962	NA	TRUE						
168.125	126295	NA	TRUE						
168.15	68999	NA	TRUE						
168.175	40530	NA	FALSE						
168.2	23135	NA	FALSE						
168.225	23180	NA	FALSE						
168.25	29155	NA	FALSE						
168.275	21187	NA	FALSE						
168.3	15037	NA	FALSE						
168.325	19205	NA	FALSE						
168.35	22261	NA	FALSE						
168.375	22244	NA	FALSE						
168.4	44467	NA	FALSE						
168.425	43828	NA	FALSE						
168.45	25318	NA	FALSE						
168.475	20312	NA	FALSE						
168.5	26242	NA	FALSE						
168.525	40148	NA	FALSE						
168.55	71136	NA	TRUE						
168.575	114523	NA	TRUE						
168.6	100077	NA	TRUE						
168.625	59107	NA	TRUE						
168.65	32010	NA	FALSE						
168.675	23915	NA	FALSE						
168.7	22706	NA	FALSE						
168.725	34452	NA	FALSE						
168.75	50703	NA	FALSE						
168.775	33786	NA	FALSE						
168.8	19629	NA	FALSE						
168.825	20940	NA	FALSE						
168.85	17909	NA	FALSE						
168.875	16960	NA	FALSE						
168.9	24848	NA	FALSE						
168.925	26649	NA	FALSE						
168.95	21292	NA	FALSE						
168.975	28979	NA	FALSE						
169	48390	"AA W,CS 1"	FALSE						
169.025	86683	NA	TRUE						
169.05	153064	NA	TRUE						
169.075	222287	NA	TRUE						
169.1	208226	NA	TRUE						
169.125	125501	NA	TRUE						
169.15	77840	NA	TRUE						
169.175	36689	NA	FALSE						
169.2	23104	NA	FALSE						
169.225	22713	NA	FALSE						
169.25	27147	NA	FALSE						
169.275	19722	NA	FALSE						
169.3	14940	NA	FALSE						
169.325	20009	NA	FALSE						
169.35	21278	NA	FALSE						
169.375	22814	NA	FALSE						
169.4	40565	NA	FALSE						
169.425	43525	NA	FALSE						
169.45	26224	NA	FALSE						
169.475	20652	NA	FALSE						
169.5	26606	NA	FALSE						
169.525	40523	NA	FALSE						
169.55	75429	NA	TRUE						
169.575	115090	NA	TRUE						
169.6	99961	NA	TRUE						
169.625	79357	NA	TRUE						
169.65	32276	NA	FALSE						
169.675	23497	NA	FALSE						
169.7	22171	NA	FALSE						
169.725	33697	NA	FALSE						
169.75	46173	NA	FALSE						
169.775	33625	NA	FALSE						
169.8	20488	NA	FALSE						
169.825	21554	NA	FALSE						
169.85	19100	NA	FALSE						
169.875	17986	NA	FALSE						
169.9	26063	NA	FALSE						
169.925	26637	NA	FALSE						
169.95	24824	NA	FALSE						
169.975	28167	NA	FALSE						
170	52943	NA	FALSE						
170.025	93547	NA	TRUE						
170.05	141490	NA	TRUE						
170.075	241850	NA	TRUE						
170.1	261977	NA	TRUE						
170.125	134560	NA	TRUE						
170.15	77631	NA	TRUE						
170.175	37203	NA	FALSE						
170.2	23123	NA	FALSE						
170.225	21813	NA	FALSE						
170.25	27215	NA	FALSE						
170.275	19972	NA	FALSE						
170.3	15111	NA	FALSE						
170.325	19513	NA	FALSE						
170.35	19924	NA	FALSE						
170.375	22162	NA	FALSE						
170.4	40696	NA	FALSE						
170.425	44875	NA	FALSE						
170.45	25588	NA	FALSE						
170.475	20606	NA	FALSE						
170.5	26818	NA	FALSE						
170.525	38654	NA	FALSE						
170.55	74421	NA	TRUE						
170.575	119946	NA	TRUE						
170.6	107882	NA	TRUE						
170.625	66485	NA	TRUE						
170.65	32669	NA	FALSE						
170.675	22962	NA	FALSE						
170.7	20783	NA	FALSE						
170.725	33675	NA	FALSE						
170.75	46302	NA	FALSE						
170.775	33916	NA	FALSE						
170.8	21033	NA	FALSE						
170.825	21154	NA	FALSE						
170.85	19520	NA	FALSE						
170.875	16820	NA	FALSE						
170.9	25453	NA	FALSE						
170.925	27071	NA	FALSE						
170.95	22487	NA	FALSE						
170.975	26820	NA	FALSE						
171	50163	NA	FALSE						
171.025	90963	NA	TRUE						
171.05	146876	NA	TRUE						
171.075	243294	NA	TRUE						
171.1	230485	NA	TRUE						
171.125	131232	NA	TRUE						
171.15	67358	NA	TRUE						
171.175	37357	NA	FALSE						
171.2	22654	NA	FALSE						
171.225	22078	NA	FALSE						
171.25	28574	NA	FALSE						
171.275	19735	NA	FALSE						
171.3	15480	NA	FALSE						
171.325	19599	NA	FALSE						
171.35	22040	NA	FALSE						
171.375	23577	NA	FALSE						
171.4	40481	NA	FALSE						
171.425	44310	NA	FALSE						
171.45	26605	NA	FALSE						
171.475	20395	NA	FALSE						
171.5	26921	NA	FALSE						
171.525	37878	NA	FALSE						
171.55	72129	NA	TRUE						
171.575	129991	NA	TRUE						
171.6	108090	NA	TRUE						
171.625	63697	NA	TRUE						
171.65	33335	NA	FALSE						
171.675	23206	NA	FALSE						
171.7	20367	NA	FALSE						
171.725	35279	NA	FALSE						
171.75	49030	NA	FALSE						
171.775	34174	NA	FALSE						
171.8	20510	NA	FALSE						
171.825	20526	NA	FALSE						
171.85	19470	NA	FALSE						
171.875	18552	NA	FALSE						
171.9	25585	NA	FALSE						
171.925	28321	NA	FALSE						
171.95	23480	NA	FALSE						
171.975	28673	NA	FALSE						
172	51876	NA	FALSE						
172.025	84044	NA	TRUE						
172.05	158910	NA	TRUE						
172.075	258420	NA	TRUE						
172.1	199508	NA	TRUE						
172.125	133937	NA	TRUE						
172.15	70520	NA	TRUE						
172.175	37851	NA	FALSE						
172.2	23127	NA	FALSE						
172.225	22441	NA	FALSE						
172.25	29044	NA	FALSE						
172.275	20703	NA	FALSE						
172.3	15673	NA	FALSE						
172.325	19673	NA	FALSE						
172.35	19928	NA	FALSE						
172.375	22810	NA	FALSE						
172.4	40219	NA	FALSE						
172.425	46673	NA	FALSE						
172.45	26584	NA	FALSE						
172.475	19809	NA	FALSE						
172.5	25932	NA	FALSE						
172.525	37307	NA	FALSE						
172.55	68825	NA	TRUE						
172.575	135872	NA	TRUE						
172.6	102879	NA	TRUE						
172.625	57928	NA	TRUE						
172.65	36294	NA	FALSE						
172.675	23510	NA	FALSE						
172.7	21278	NA	FALSE						
172.725	31953	NA	FALSE						
172.75	50123	NA	FALSE						
172.775	33412	NA	FALSE						
172.8	20288	NA	FALSE						
172.825	22826	NA	FALSE						
172.85	17829	NA	FALSE						
172.875	16679	NA	FALSE						
172.9	24951	NA	FALSE						
172.925	27622	NA	FALSE						
172.95	24459	NA	FALSE						
172.975	27487	NA	FALSE						
173	49733	NA	FALSE						
173.025	77136	NA	TRUE						
173.05	150785	NA	TRUE						
173.075	247080	NA	TRUE						
173.1	192338	NA	TRUE						
173.125	126978	NA	TRUE						
173.15	74757	NA	TRUE						
173.175	39608	NA	FALSE						
173.2	23551	NA	FALSE						
173.225	21558	NA	FALSE						
173.25	27809	NA	FALSE						
173.275	20221	NA	FALSE						
173.3	14750	NA	FALSE						
173.325	19233	NA	FALSE						
173.35	19482	NA	FALSE						
173.375	21668	NA	FALSE						
173.4	39854	NA	FALSE						
173.425	43750	NA	FALSE						
173.45	26762	NA	FALSE						
173.475	21462	NA	FALSE						
173.5	25547	NA	FALSE						
173.525	36818	NA	FALSE						
173.55	66354	NA	TRUE						
173.575	126570	NA	TRUE						
173.6	100650	NA	TRUE						
173.625	57142	NA	FALSE						
173.65	35393	NA	FALSE						
173.675	23683	NA	FALSE						
173.7	21356	NA	FALSE						
173.725	31009	NA	FALSE						
173.75	47387	NA	FALSE						
173.775	33404	NA	FALSE						
173.8	21376	NA	FALSE						
173.825	20912	NA	FALSE						
173.85	18654	NA	FALSE						
173.875	17548	NA	FALSE						
173.9	24234	NA	FALSE						
173.925	29309	NA	FALSE						
173.95	24116	NA	FALSE						
173.975	25985	NA	FALSE						
174	50778	"glycan-NLoss: Heptose,CS 1"	FALSE						
174.025	77921	NA	TRUE						
174.05	142853	NA	TRUE						
174.075	239230	NA	TRUE						
174.1	212915	NA	TRUE						
174.125	122567	NA	TRUE						
174.15	71738	NA	TRUE						
174.175	39345	NA	FALSE						
174.2	24470	NA	FALSE						
174.225	22618	NA	FALSE						
174.25	29777	NA	FALSE						
174.275	21874	NA	FALSE						
174.3	14324	NA	FALSE						
174.325	19185	NA	FALSE						
174.35	21084	NA	FALSE						
174.375	21454	NA	FALSE						
174.4	39591	NA	FALSE						
174.425	48920	NA	FALSE						
174.45	27263	NA	FALSE						
174.475	20386	NA	FALSE						
174.5	25270	NA	FALSE						
174.525	37150	NA	FALSE						
174.55	64066	NA	TRUE						
174.575	117139	NA	TRUE						
174.6	97412	NA	TRUE						
174.625	59864	NA	TRUE						
174.65	34287	NA	FALSE						
174.675	24433	NA	FALSE						
174.7	20766	NA	FALSE						
174.725	33966	NA	FALSE						
174.75	49731	NA	FALSE						
174.775	38959	NA	FALSE						
174.8	20759	NA	FALSE						
174.825	21905	NA	FALSE						
174.85	19256	NA	FALSE						
174.875	16577	NA	FALSE						
174.9	24422	NA	FALSE						
174.925	26516	NA	FALSE						
174.95	22317	NA	FALSE						
174.975	25723	NA	FALSE						
175	47509	"glycan-NLoss: Heptose,CS 1"	FALSE						
175.025	93460	NA	TRUE						
175.05	138880	NA	TRUE						
175.075	240896	NA	TRUE						
175.1	206785	NA	TRUE						
175.125	125381	NA	TRUE						
175.15	65944	NA	TRUE						
175.175	40160	NA	FALSE						
175.2	25186	NA	FALSE						
175.225	21839	NA	FALSE						
175.25	27168	NA	FALSE						
175.275	21289	NA	FALSE						
175.3	14300	NA	FALSE						
175.325	19197	NA	FALSE						
175.35	20203	NA	FALSE						
175.375	21696	NA	FALSE						
175.4	43752	NA	FALSE						
175.425	44894	NA	FALSE						
175.45	33443	NA	FALSE						
175.475	19536	NA	FALSE						
175.5	25488	NA	FALSE						
175.525	38058	NA	FALSE						
175.55	63535	NA	TRUE						
175.575	108952	NA	TRUE						
175.6	98034	NA	TRUE						
175.625	67354	NA	TRUE						
175.65	35411	NA	FALSE						
175.675	24704	NA	FALSE						
175.7	21385	NA	FALSE						
175.725	37855	NA	FALSE						
175.75	47148	NA	FALSE						
175.775	40778	NA	FALSE						
175.8	23810	NA	FALSE						
175.825	21499	NA	FALSE						
175.85	19186	NA	FALSE						
175.875	16150	NA	FALSE						
175.9	24520	NA	FALSE						
175.925	26673	NA	FALSE						
175.95	22662	NA	FALSE						
175.975	25054	NA	FALSE						
176	47113	"glycan: Hexuronic acid,CS 1"	FALSE						
176.025	89369	NA	TRUE						
176.05	138541	NA	TRUE						
176.075	211599	NA	TRUE						
176.1	201003	NA	TRUE						
176.125	132701	NA	TRUE						
176.15	72263	NA	TRUE						
176.175	41689	NA	FALSE						
176.2	25844	NA	FALSE						
176.225	22017	NA	FALSE						
176.25	26632	NA	FALSE						
176.275	19892	NA	FALSE						
176.3	14985	NA	FALSE						
176.325	18460	NA	FALSE						
176.35	19893	NA	FALSE						
176.375	22273	NA	FALSE						
176.4	43522	NA	FALSE						
176.425	45501	NA	FALSE						
176.45	28553	NA	FALSE						
176.475	20465	NA	FALSE						
176.5	25599	NA	FALSE						
176.525	37373	NA	FALSE						
176.55	61790	NA	TRUE						
176.575	106443	NA	TRUE						
176.6	103171	NA	TRUE						
176.625	64744	NA	TRUE						
176.65	35130	NA	FALSE						
176.675	24683	NA	FALSE						
176.7	21188	NA	FALSE						
176.725	33695	NA	FALSE						
176.75	45707	NA	FALSE						
176.775	35867	NA	FALSE						
176.8	25094	NA	FALSE						
176.825	22226	NA	FALSE						
176.85	18164	NA	FALSE						
176.875	16020	NA	FALSE						
176.9	23232	NA	FALSE						
176.925	25257	NA	FALSE						
176.95	20617	NA	FALSE						
176.975	25542	NA	FALSE						
177	47206	NA	FALSE						
177.025	74870	NA	TRUE						
177.05	137090	NA	TRUE						
177.075	215177	NA	TRUE						
177.1	191528	NA	TRUE						
177.125	129967	NA	TRUE						
177.15	71998	NA	TRUE						
177.175	41827	NA	FALSE						
177.2	25366	NA	FALSE						
177.225	22244	NA	FALSE						
177.25	26617	NA	FALSE						
177.275	19164	NA	FALSE						
177.3	13906	NA	FALSE						
177.325	18805	NA	FALSE						
177.35	19952	NA	FALSE						
177.375	21618	NA	FALSE						
177.4	37532	NA	FALSE						
177.425	42399	NA	FALSE						
177.45	26817	NA	FALSE						
177.475	20557	NA	FALSE						
177.5	26177	NA	FALSE						
177.525	36952	NA	FALSE						
177.55	61941	NA	TRUE						
177.575	108426	NA	TRUE						
177.6	105065	NA	TRUE						
177.625	64361	NA	TRUE						
177.65	34243	NA	FALSE						
177.675	23665	NA	FALSE						
177.7	21090	NA	FALSE						
177.725	30712	NA	FALSE						
177.75	45251	NA	FALSE						
177.775	33011	NA	FALSE						
177.8	20719	NA	FALSE						
177.825	21439	NA	FALSE						
177.85	18935	NA	FALSE						
177.875	15428	NA	FALSE						
177.9	22904	NA	FALSE						
177.925	26198	NA	FALSE						
177.95	22299	NA	FALSE						
177.975	26074	NA	FALSE						
178	47759	NA	FALSE						
178.025	74472	NA	TRUE						
178.05	137621	NA	TRUE						
178.075	216723	NA	TRUE						
178.1	201491	NA	TRUE						
178.125	132701	NA	TRUE						
178.15	69307	NA	TRUE						
178.175	44809	NA	FALSE						
178.2	26038	NA	FALSE						
178.225	22054	NA	FALSE						
178.25	26568	NA	FALSE						
178.275	19212	NA	FALSE						
178.3	13983	NA	FALSE						
178.325	18639	NA	FALSE						
178.35	20095	NA	FALSE						
178.375	21459	NA	FALSE						
178.4	36866	NA	FALSE						
178.425	42017	NA	FALSE						
178.45	26384	NA	FALSE						
178.475	20235	NA	FALSE						
178.5	26477	NA	FALSE						
178.525	35786	NA	FALSE						
178.55	62189	NA	TRUE						
178.575	115045	NA	TRUE						
178.6	111336	NA	TRUE						
178.625	71220	NA	TRUE						
178.65	35046	NA	FALSE						
178.675	23840	NA	FALSE						
178.7	21523	NA	FALSE						
178.725	30681	NA	FALSE						
178.75	43708	NA	FALSE						
178.775	34104	NA	FALSE						
178.8	22463	NA	FALSE						
178.825	21437	NA	FALSE						
178.85	17985	NA	FALSE						
178.875	14649	NA	FALSE						
178.9	23473	NA	FALSE						
178.925	26228	NA	FALSE						
178.95	21927	NA	FALSE						
178.975	27057	NA	FALSE						
179	44778	NA	FALSE						
179.025	81816	NA	TRUE						
179.05	131685	NA	TRUE						
179.075	210629	NA	TRUE						
179.1	204801	NA	TRUE						
179.125	135308	NA	TRUE						
179.15	68182	NA	TRUE						
179.175	49894	NA	FALSE						
179.2	25270	NA	FALSE						
179.225	21546	NA	FALSE						
179.25	26396	NA	FALSE						
179.275	19975	NA	FALSE						
179.3	14885	NA	FALSE						
179.325	18031	NA	FALSE						
179.35	19626	NA	FALSE						
179.375	20767	NA	FALSE						
179.4	34620	NA	FALSE						
179.425	41458	NA	FALSE						
179.45	27579	NA	FALSE						
179.475	19987	NA	FALSE						
179.5	26206	NA	FALSE						
179.525	35340	NA	FALSE						
179.55	61413	NA	TRUE						
179.575	118427	NA	TRUE						
179.6	109315	NA	TRUE						
179.625	67527	NA	TRUE						
179.65	38482	NA	FALSE						
179.675	24910	NA	FALSE						
179.7	21071	NA	FALSE						
179.725	29773	NA	FALSE						
179.75	43462	NA	FALSE						
179.775	34555	NA	FALSE						
179.8	21264	NA	FALSE						
179.825	21558	NA	FALSE						
179.85	17425	NA	FALSE						
179.875	15618	NA	FALSE						
179.9	22808	NA	FALSE						
179.925	28564	NA	FALSE						
179.95	22664	NA	FALSE						
179.975	26026	NA	FALSE						
180	45128	"glycan-NLoss: Na salt,CS 1"	FALSE						
180.025	77747	NA	TRUE						
180.05	133141	NA	TRUE						
180.075	213073	NA	TRUE						
180.1	218787	NA	TRUE						
180.125	136649	NA	TRUE						
180.15	75109	NA	TRUE						
180.175	46136	NA	FALSE						
180.2	24528	NA	FALSE						
180.225	21131	NA	FALSE						
180.25	26883	NA	FALSE						
180.275	19798	NA	FALSE						
180.3	14840	NA	FALSE						
180.325	18935	NA	FALSE						
180.35	20629	NA	FALSE						
180.375	20394	NA	FALSE						
180.4	35767	NA	FALSE						
180.425	46669	NA	FALSE						
180.45	29420	NA	FALSE						
180.475	19406	NA	FALSE						
180.5	25237	NA	FALSE						
180.525	34841	NA	FALSE						
180.55	61642	NA	TRUE						
180.575	121117	NA	TRUE						
180.6	104898	NA	TRUE						
180.625	68019	NA	TRUE						
180.65	38435	NA	FALSE						
180.675	27747	NA	FALSE						
180.7	20195	NA	FALSE						
180.725	30259	NA	FALSE						
180.75	45449	NA	FALSE						
180.775	38516	NA	FALSE						
180.8	21276	NA	FALSE						
180.825	20972	NA	FALSE						
180.85	18221	NA	FALSE						
180.875	15056	NA	FALSE						
180.9	21636	NA	FALSE						
180.925	27543	NA	FALSE						
180.95	23150	NA	FALSE						
180.975	25259	NA	FALSE						
181	43226	"glycan-NLoss: Na salt,CS 1"	FALSE						
181.025	73668	NA	TRUE						
181.05	128904	NA	TRUE						
181.075	230957	NA	TRUE						
181.1	207800	NA	TRUE						
181.125	129675	NA	TRUE						
181.15	80886	NA	TRUE						
181.175	46620	NA	FALSE						
181.2	22727	NA	FALSE						
181.225	20902	NA	FALSE						
181.25	27197	NA	FALSE						
181.275	22559	NA	FALSE						
181.3	14348	NA	FALSE						
181.325	18990	NA	FALSE						
181.35	20620	NA	FALSE						
181.375	19818	NA	FALSE						
181.4	37401	NA	FALSE						
181.425	45798	NA	FALSE						
181.45	27590	NA	FALSE						
181.475	19943	NA	FALSE						
181.5	24776	NA	FALSE						
181.525	34470	NA	FALSE						
181.55	64186	NA	TRUE						
181.575	124276	NA	TRUE						
181.6	103930	NA	TRUE						
181.625	70484	NA	TRUE						
181.65	36625	NA	FALSE						
181.675	25408	NA	FALSE						
181.7	20637	NA	FALSE						
181.725	29757	NA	FALSE						
181.75	48064	NA	FALSE						
181.775	36334	NA	FALSE						
181.8	22298	NA	FALSE						
181.825	21538	NA	FALSE						
181.85	19144	NA	FALSE						
181.875	16359	NA	FALSE						
181.9	21123	NA	FALSE						
181.925	26461	NA	FALSE						
181.95	23290	NA	FALSE						
181.975	24050	NA	FALSE						
182	42426	NA	FALSE						
182.025	78870	NA	TRUE						
182.05	122228	NA	TRUE						
182.075	243467	NA	TRUE						
182.1	237243	NA	TRUE						
182.125	138947	NA	TRUE						
182.15	86195	NA	TRUE						
182.175	52840	NA	FALSE						
182.2	24192	NA	FALSE						
182.225	20777	NA	FALSE						
182.25	25934	NA	FALSE						
182.275	20240	NA	FALSE						
182.3	13776	NA	FALSE						
182.325	19040	NA	FALSE						
182.35	20857	NA	FALSE						
182.375	20282	NA	FALSE						
182.4	34841	NA	FALSE						
182.425	44118	NA	FALSE						
182.45	28125	NA	FALSE						
182.475	20375	NA	FALSE						
182.5	24994	NA	FALSE						
182.525	33804	NA	FALSE						
182.55	63338	NA	TRUE						
182.575	126641	NA	TRUE						
182.6	101728	NA	TRUE						
182.625	86516	NA	TRUE						
182.65	35594	NA	FALSE						
182.675	25640	NA	FALSE						
182.7	20959	NA	FALSE						
182.725	27122	NA	FALSE						
182.75	44487	NA	FALSE						
182.775	37747	NA	FALSE						
182.8	22353	NA	FALSE						
182.825	20918	NA	FALSE						
182.85	18251	NA	FALSE						
182.875	15402	NA	FALSE						
182.9	21535	NA	FALSE						
182.925	26527	NA	FALSE						
182.95	21384	NA	FALSE						
182.975	21513	NA	FALSE						
183	41507	NA	FALSE						
183.025	75624	NA	TRUE						
183.05	120325	NA	TRUE						
183.075	228683	NA	TRUE						
183.1	219082	NA	TRUE						
183.125	156568	NA	TRUE						
183.15	82513	NA	TRUE						
183.175	49292	NA	FALSE						
183.2	25433	NA	FALSE						
183.225	20396	NA	FALSE						
183.25	25585	NA	FALSE						
183.275	21266	NA	FALSE						
183.3	14157	NA	FALSE						
183.325	18130	NA	FALSE						
183.35	19219	NA	FALSE						
183.375	21026	NA	FALSE						
183.4	33300	NA	FALSE						
183.425	42547	NA	FALSE						
183.45	27216	NA	FALSE						
183.475	19056	NA	FALSE						
183.5	24087	NA	FALSE						
183.525	33914	NA	FALSE						
183.55	59821	NA	TRUE						
183.575	116615	NA	TRUE						
183.6	101816	NA	TRUE						
183.625	72687	NA	TRUE						
183.65	34599	NA	FALSE						
183.675	24619	NA	FALSE						
183.7	21150	NA	FALSE						
183.725	27639	NA	FALSE						
183.75	43709	NA	FALSE						
183.775	35980	NA	FALSE						
183.8	20750	NA	FALSE						
183.825	21193	NA	FALSE						
183.85	17920	NA	FALSE						
183.875	15274	NA	FALSE						
183.9	22410	NA	FALSE						
183.925	27084	NA	FALSE						
183.95	22644	NA	FALSE						
183.975	21817	NA	FALSE						
184	42905	NA	FALSE						
184.025	70040	NA	TRUE						
184.05	130943	NA	TRUE						
184.075	239291	NA	TRUE						
184.1	201789	NA	TRUE						
184.125	194024	NA	TRUE						
184.15	86704	NA	TRUE						
184.175	45964	NA	FALSE						
184.2	25982	NA	FALSE						
184.225	20432	NA	FALSE						
184.25	25502	NA	FALSE						
184.275	20053	NA	FALSE						
184.3	13839	NA	FALSE						
184.325	17474	NA	FALSE						
184.35	19480	NA	FALSE						
184.375	20971	NA	FALSE						
184.4	32780	NA	FALSE						
184.425	40755	NA	FALSE						
184.45	28747	NA	FALSE						
184.475	19171	NA	FALSE						
184.5	24522	NA	FALSE						
184.525	32968	NA	FALSE						
184.55	57209	NA	FALSE						
184.575	104680	NA	TRUE						
184.6	109581	NA	TRUE						
184.625	69986	NA	TRUE						
184.65	36504	NA	FALSE						
184.675	24619	NA	FALSE						
184.7	21546	NA	FALSE						
184.725	27608	NA	FALSE						
184.75	43168	NA	FALSE						
184.775	35436	NA	FALSE						
184.8	21958	NA	FALSE						
184.825	20830	NA	FALSE						
184.85	18770	NA	FALSE						
184.875	14861	NA	FALSE						
184.9	21427	NA	FALSE						
184.925	26370	NA	FALSE						
184.95	22423	NA	FALSE						
184.975	21436	NA	FALSE						
185	42301	"glycan-NLoss: HexNAc,CS 1"	FALSE						
185.025	65544	NA	TRUE						
185.05	129487	NA	TRUE						
185.075	244037	NA	TRUE						
185.1	212903	NA	TRUE						
185.125	162840	NA	TRUE						
185.15	86258	NA	TRUE						
185.175	46360	NA	FALSE						
185.2	25440	NA	FALSE						
185.225	20830	NA	FALSE						
185.25	25381	NA	FALSE						
185.275	20936	NA	FALSE						
185.3	15026	NA	FALSE						
185.325	18962	NA	FALSE						
185.35	19659	NA	FALSE						
185.375	20160	NA	FALSE						
185.4	33892	NA	FALSE						
185.425	43518	NA	FALSE						
185.45	29531	NA	FALSE						
185.475	19869	NA	FALSE						
185.5	24543	NA	FALSE						
185.525	33850	NA	FALSE						
185.55	58307	NA	TRUE						
185.575	107710	NA	TRUE						
185.6	113955	NA	TRUE						
185.625	72135	NA	TRUE						
185.65	37020	NA	FALSE						
185.675	25431	NA	FALSE						
185.7	21313	NA	FALSE						
185.725	26282	NA	FALSE						
185.75	45692	NA	FALSE						
185.775	37459	NA	FALSE						
185.8	22561	NA	FALSE						
185.825	23020	NA	FALSE						
185.85	18888	NA	FALSE						
185.875	15691	NA	FALSE						
185.9	22549	NA	FALSE						
185.925	26977	NA	FALSE						
185.95	23075	NA	FALSE						
185.975	22369	NA	FALSE						
186	44211	"glycan-NLoss: HexNAc,CS 1"	FALSE						
186.025	70374	NA	TRUE						
186.05	118226	NA	TRUE						
186.075	254981	NA	TRUE						
186.1	234854	NA	TRUE						
186.125	143414	NA	TRUE						
186.15	82572	NA	TRUE						
186.175	48346	NA	FALSE						
186.2	25234	NA	FALSE						
186.225	21322	NA	FALSE						
186.25	25954	NA	FALSE						
186.275	20023	NA	FALSE						
186.3	14989	NA	FALSE						
186.325	17991	NA	FALSE						
186.35	20585	NA	FALSE						
186.375	19758	NA	FALSE						
186.4	32839	NA	FALSE						
