Gap	Count	Annotation							
106.625	30763	NA	FALSE						
106.65	23581	NA	FALSE						
106.675	23274	NA	FALSE						
106.7	49105	NA	FALSE						
106.725	54492	NA	FALSE						
106.75	30634	NA	FALSE						
106.775	23046	NA	FALSE						
106.8	24034	NA	FALSE						
106.825	17080	NA	FALSE						
106.85	17795	NA	FALSE						
106.875	23956	NA	FALSE						
106.9	29267	NA	FALSE						
106.925	23858	NA	FALSE						
106.95	33432	NA	FALSE						
106.975	62181	NA	TRUE						
107	111189	"oxonium-NLoss: HexNAc - C2H6O3,CS 1"	TRUE						
107.025	183555	NA	TRUE						
107.05	297792	NA	TRUE						
107.075	221280	NA	TRUE						
107.1	116931	NA	TRUE						
107.125	60030	NA	TRUE						
107.15	35270	NA	FALSE						
107.175	22442	NA	FALSE						
107.2	22936	NA	FALSE						
107.225	30226	NA	FALSE						
107.25	18868	NA	FALSE						
107.275	15981	NA	FALSE						
107.3	23928	NA	FALSE						
107.325	21673	NA	FALSE						
107.35	29602	NA	FALSE						
107.375	69557	NA	TRUE						
107.4	49478	NA	FALSE						
107.425	23750	NA	FALSE						
107.45	23520	NA	FALSE						
107.475	32251	NA	FALSE						
107.5	45053	NA	FALSE						
107.525	82604	NA	TRUE						
107.55	158354	NA	TRUE						
107.575	119896	NA	TRUE						
107.6	52820	NA	FALSE						
107.625	31385	NA	FALSE						
107.65	24389	NA	FALSE						
107.675	23469	NA	FALSE						
107.7	70156	NA	TRUE						
107.725	57607	NA	TRUE						
107.75	31994	NA	FALSE						
107.775	21966	NA	FALSE						
107.8	24616	NA	FALSE						
107.825	17833	NA	FALSE						
107.85	17494	NA	FALSE						
107.875	23501	NA	FALSE						
107.9	32189	NA	FALSE						
107.925	24831	NA	FALSE						
107.95	34978	NA	FALSE						
107.975	61112	NA	TRUE						
108	95014	"oxonium-NLoss: HexNAc - C2H6O3,CS 1"	TRUE						
108.025	218318	NA	TRUE						
108.05	284896	NA	TRUE						
108.075	192066	NA	TRUE						
108.1	124365	NA	TRUE						
108.125	64972	NA	TRUE						
108.15	35375	NA	FALSE						
108.175	22653	NA	FALSE						
108.2	22490	NA	FALSE						
108.225	25850	NA	FALSE						
108.25	20709	NA	FALSE						
108.275	15625	NA	FALSE						
108.3	21033	NA	FALSE						
108.325	20694	NA	FALSE						
108.35	27904	NA	FALSE						
108.375	79145	NA	TRUE						
108.4	52191	NA	FALSE						
108.425	25289	NA	FALSE						
108.45	22718	NA	FALSE						
108.475	29383	NA	FALSE						
108.5	44787	NA	FALSE						
108.525	81923	NA	TRUE						
108.55	145981	NA	TRUE						
108.575	102170	NA	TRUE						
108.6	52479	NA	FALSE						
108.625	31069	NA	FALSE						
108.65	22951	NA	FALSE						
108.675	22025	NA	FALSE						
108.7	64615	NA	TRUE						
108.725	56273	NA	FALSE						
108.75	34821	NA	FALSE						
108.775	23180	NA	FALSE						
108.8	22301	NA	FALSE						
108.825	16670	NA	FALSE						
108.85	16877	NA	FALSE						
108.875	22875	NA	FALSE						
108.9	26345	NA	FALSE						
108.925	22947	NA	FALSE						
108.95	32536	NA	FALSE						
108.975	60044	NA	TRUE						
109	92815	NA	TRUE						
109.025	199832	NA	TRUE						
109.05	301447	NA	TRUE						
109.075	201977	NA	TRUE						
109.1	127922	NA	TRUE						
109.125	61705	NA	TRUE						
109.15	38075	NA	FALSE						
109.175	21030	NA	FALSE						
109.2	22543	NA	FALSE						
109.225	25466	NA	FALSE						
109.25	18869	NA	FALSE						
109.275	15335	NA	FALSE						
109.3	21878	NA	FALSE						
109.325	22125	NA	FALSE						
109.35	26169	NA	FALSE						
109.375	60916	NA	TRUE						
109.4	54593	NA	FALSE						
109.425	26271	NA	FALSE						
109.45	21437	NA	FALSE						
109.475	28514	NA	FALSE						
109.5	42395	NA	FALSE						
109.525	82835	NA	TRUE						
109.55	150102	NA	TRUE						
109.575	96031	NA	TRUE						
109.6	57522	NA	FALSE						
109.625	31244	NA	FALSE						
109.65	23393	NA	FALSE						
109.675	21791	NA	FALSE						
109.7	45962	NA	FALSE						
109.725	59272	NA	TRUE						
109.75	34482	NA	FALSE						
109.775	22689	NA	FALSE						
109.8	22367	NA	FALSE						
109.825	17621	NA	FALSE						
109.85	16793	NA	FALSE						
109.875	25025	NA	FALSE						
109.9	28216	NA	FALSE						
109.925	22601	NA	FALSE						
109.95	34464	NA	FALSE						
109.975	58774	NA	TRUE						
110	100415	"glycan: KDO,CS 2"	TRUE						
110.025	195162	NA	TRUE						
110.05	296420	NA	TRUE						
110.075	208743	NA	TRUE						
110.1	121399	NA	TRUE						
110.125	58956	NA	TRUE						
110.15	39180	NA	FALSE						
110.175	21571	NA	FALSE						
110.2	22286	NA	FALSE						
110.225	25790	NA	FALSE						
110.25	17974	NA	FALSE						
110.275	16114	NA	FALSE						
110.3	22401	NA	FALSE						
110.325	21651	NA	FALSE						
110.35	23739	NA	FALSE						
110.375	52294	NA	FALSE						
110.4	47419	NA	FALSE						
110.425	24788	NA	FALSE						
110.45	22341	NA	FALSE						
110.475	28782	NA	FALSE						
110.5	41654	NA	FALSE						
110.525	81809	NA	TRUE						
110.55	150450	NA	TRUE						
110.575	95164	NA	TRUE						
110.6	59489	NA	TRUE						
110.625	31088	NA	FALSE						
110.65	24319	NA	FALSE						
110.675	21281	NA	FALSE						
110.7	37983	NA	FALSE						
110.725	56417	NA	FALSE						
110.75	31518	NA	FALSE						
110.775	21314	NA	FALSE						
110.8	23617	NA	FALSE						
110.825	17408	NA	FALSE						
110.85	15846	NA	FALSE						
110.875	24869	NA	FALSE						
110.9	26442	NA	FALSE						
110.925	22809	NA	FALSE						
110.95	31390	NA	FALSE						
110.975	54111	NA	FALSE						
111	103126	"AA Q,CS 1"	TRUE						
111.025	251311	NA	TRUE						
111.05	258066	NA	TRUE						
111.075	246168	NA	TRUE						
111.1	133451	NA	TRUE						
111.125	62959	NA	TRUE						
111.15	38175	NA	FALSE						
111.175	22121	NA	FALSE						
111.2	22634	NA	FALSE						
111.225	26167	NA	FALSE						
111.25	21068	NA	FALSE						
111.275	17101	NA	FALSE						
111.3	23591	NA	FALSE						
111.325	22054	NA	FALSE						
111.35	22896	NA	FALSE						
111.375	46135	NA	FALSE						
111.4	45039	NA	FALSE						
111.425	24504	NA	FALSE						
111.45	21828	NA	FALSE						
111.475	29195	NA	FALSE						
111.5	42420	NA	FALSE						
111.525	75608	NA	TRUE						
111.55	140622	NA	TRUE						
111.575	98199	NA	TRUE						
111.6	54773	NA	FALSE						
111.625	33089	NA	FALSE						
111.65	23377	NA	FALSE						
111.675	21334	NA	FALSE						
111.7	36136	NA	FALSE						
111.725	54643	NA	FALSE						
111.75	31003	NA	FALSE						
111.775	20753	NA	FALSE						
111.8	23088	NA	FALSE						
111.825	19293	NA	FALSE						
111.85	15521	NA	FALSE						
111.875	24605	NA	FALSE						
111.9	27398	NA	FALSE						
111.925	26384	NA	FALSE						
111.95	34857	NA	FALSE						
111.975	54481	NA	FALSE						
112	107169	"AA E,CS 1"	TRUE						
112.025	194639	NA	TRUE						
112.05	252506	NA	TRUE						
112.075	344349	NA	TRUE						
112.1	141143	NA	TRUE						
112.125	70325	NA	TRUE						
112.15	36815	NA	FALSE						
112.175	21794	NA	FALSE						
112.2	23186	NA	FALSE						
112.225	25676	NA	FALSE						
112.25	20426	NA	FALSE						
112.275	15819	NA	FALSE						
112.3	22085	NA	FALSE						
112.325	21982	NA	FALSE						
112.35	23126	NA	FALSE						
112.375	47130	NA	FALSE						
112.4	43884	NA	FALSE						
112.425	25801	NA	FALSE						
112.45	22149	NA	FALSE						
112.475	29954	NA	FALSE						
112.5	43739	NA	FALSE						
112.525	76211	NA	TRUE						
112.55	138762	NA	TRUE						
112.575	114191	NA	TRUE						
112.6	56186	NA	FALSE						
112.625	31622	NA	FALSE						
112.65	23527	NA	FALSE						
112.675	21841	NA	FALSE						
112.7	39624	NA	FALSE						
112.725	52088	NA	FALSE						
112.75	34771	NA	FALSE						
112.775	20960	NA	FALSE						
112.8	23272	NA	FALSE						
112.825	17461	NA	FALSE						
112.85	16479	NA	FALSE						
112.875	25294	NA	FALSE						
112.9	27370	NA	FALSE						
112.925	27934	NA	FALSE						
112.95	32062	NA	FALSE						
112.975	59800	NA	TRUE						
113	106811	"AA-NLoss: M,CS 1"	TRUE						
113.025	172390	NA	TRUE						
113.05	319216	NA	TRUE						
113.075	547020	NA	TRUE						
113.1	151394	NA	TRUE						
113.125	72385	NA	TRUE						
113.15	36638	NA	FALSE						
113.175	22488	NA	FALSE						
113.2	22886	NA	FALSE						
113.225	28470	NA	FALSE						
113.25	19797	NA	FALSE						
113.275	16179	NA	FALSE						
113.3	23778	NA	FALSE						
113.325	20762	NA	FALSE						
113.35	23600	NA	FALSE						
113.375	50615	NA	FALSE						
113.4	50847	NA	FALSE						
113.425	28309	NA	FALSE						
113.45	21823	NA	FALSE						
113.475	28452	NA	FALSE						
113.5	43628	NA	FALSE						
113.525	79106	NA	TRUE						
113.55	154530	NA	TRUE						
113.575	124610	NA	TRUE						
113.6	59162	NA	TRUE						
113.625	31854	NA	FALSE						
113.65	23843	NA	FALSE						
113.675	21629	NA	FALSE						
113.7	39494	NA	FALSE						
113.725	59536	NA	TRUE						
113.75	36733	NA	FALSE						
113.775	20701	NA	FALSE						
113.8	23311	NA	FALSE						
113.825	18048	NA	FALSE						
113.85	16551	NA	FALSE						
113.875	25606	NA	FALSE						
113.9	31159	NA	FALSE						
113.925	24702	NA	FALSE						
113.95	29257	NA	FALSE						
113.975	59589	NA	TRUE						
114	112417	"AA M,CS 1"	TRUE						
114.025	193297	NA	TRUE						
114.05	361844	NA	TRUE						
114.075	323964	NA	TRUE						
114.1	175212	NA	TRUE						
114.125	64963	NA	TRUE						
114.15	39151	NA	FALSE						
114.175	22877	NA	FALSE						
114.2	22271	NA	FALSE						
114.225	26350	NA	FALSE						
114.25	20451	NA	FALSE						
114.275	15955	NA	FALSE						
114.3	20537	NA	FALSE						
114.325	22034	NA	FALSE						
114.35	23006	NA	FALSE						
114.375	50586	NA	FALSE						
114.4	51876	NA	FALSE						
114.425	26661	NA	FALSE						
114.45	21425	NA	FALSE						
114.475	28567	NA	FALSE						
114.5	41525	NA	FALSE						
114.525	75973	NA	TRUE						
114.55	146307	NA	TRUE						
114.575	120468	NA	TRUE						
114.6	56626	NA	FALSE						
114.625	31972	NA	FALSE						
114.65	24720	NA	FALSE						
114.675	21262	NA	FALSE						
114.7	37931	NA	FALSE						
114.725	59229	NA	TRUE						
114.75	34150	NA	FALSE						
114.775	23202	NA	FALSE						
114.8	21897	NA	FALSE						
114.825	18278	NA	FALSE						
114.85	15798	NA	FALSE						
114.875	24191	NA	FALSE						
114.9	29460	NA	FALSE						
114.925	23952	NA	FALSE						
114.95	28932	NA	FALSE						
114.975	54950	NA	FALSE						
115	108906	"glycan-NLoss: Pentose,CS 1"	TRUE						
115.025	239429	NA	TRUE						
115.05	287494	NA	TRUE						
115.075	268617	NA	TRUE						
115.1	149939	NA	TRUE						
115.125	64124	NA	TRUE						
115.15	37533	NA	FALSE						
115.175	22192	NA	FALSE						
115.2	21479	NA	FALSE						
115.225	25023	NA	FALSE						
115.25	21291	NA	FALSE						
115.275	16180	NA	FALSE						
115.3	20355	NA	FALSE						
115.325	21622	NA	FALSE						
115.35	22774	NA	FALSE						
115.375	48843	NA	FALSE						
115.4	49951	NA	FALSE						
115.425	26679	NA	FALSE						
115.45	21193	NA	FALSE						
115.475	27154	NA	FALSE						
115.5	40267	NA	FALSE						
115.525	73476	NA	TRUE						
115.55	133859	NA	TRUE						
115.575	114142	NA	TRUE						
115.6	56852	NA	FALSE						
115.625	31942	NA	FALSE						
115.65	24864	NA	FALSE						
115.675	21882	NA	FALSE						
115.7	36223	NA	FALSE						
115.725	54607	NA	FALSE						
115.75	34309	NA	FALSE						
115.775	23258	NA	FALSE						
115.8	22119	NA	FALSE						
115.825	19505	NA	FALSE						
115.85	16940	NA	FALSE						
115.875	23058	NA	FALSE						
115.9	27924	NA	FALSE						
115.925	24335	NA	FALSE						
115.95	29485	NA	FALSE						
115.975	60254	NA	TRUE						
116	93770	NA	TRUE						
116.025	186957	NA	TRUE						
116.05	272600	NA	TRUE						
116.075	222972	NA	TRUE						
116.1	150141	NA	TRUE						
116.125	71329	NA	TRUE						
116.15	37070	NA	FALSE						
116.175	21648	NA	FALSE						
116.2	22057	NA	FALSE						
116.225	25801	NA	FALSE						
116.25	20657	NA	FALSE						
116.275	15515	NA	FALSE						
116.3	20226	NA	FALSE						
116.325	22960	NA	FALSE						
116.35	23280	NA	FALSE						
116.375	46149	NA	FALSE						
116.4	48028	NA	FALSE						
116.425	25531	NA	FALSE						
116.45	23800	NA	FALSE						
116.475	26795	NA	FALSE						
116.5	39301	NA	FALSE						
116.525	73135	NA	TRUE						
116.55	126456	NA	TRUE						
116.575	106881	NA	TRUE						
116.6	58221	NA	TRUE						
116.625	33276	NA	FALSE						
116.65	23628	NA	FALSE						
116.675	22240	NA	FALSE						
116.7	34575	NA	FALSE						
116.725	52144	NA	FALSE						
116.75	33070	NA	FALSE						
116.775	22745	NA	FALSE						
116.8	21897	NA	FALSE						
116.825	19694	NA	FALSE						
116.85	16979	NA	FALSE						
116.875	23637	NA	FALSE						
116.9	28693	NA	FALSE						
116.925	22758	NA	FALSE						
116.95	27629	NA	FALSE						
116.975	58093	NA	TRUE						
117	90620	NA	TRUE						
117.025	170395	NA	TRUE						
117.05	265689	NA	TRUE						
117.075	230397	NA	TRUE						
117.1	135375	NA	TRUE						
117.125	72941	NA	TRUE						
117.15	36376	NA	FALSE						
117.175	22658	NA	FALSE						
117.2	22206	NA	FALSE						
117.225	25146	NA	FALSE						
117.25	21376	NA	FALSE						
117.275	15925	NA	FALSE						
117.3	20121	NA	FALSE						
117.325	21909	NA	FALSE						
117.35	25288	NA	FALSE						
117.375	43322	NA	FALSE						
117.4	48688	NA	FALSE						
117.425	29145	NA	FALSE						
117.45	21817	NA	FALSE						
117.475	27331	NA	FALSE						
117.5	38233	NA	FALSE						
117.525	73730	NA	TRUE						
117.55	126317	NA	TRUE						
117.575	100276	NA	TRUE						
117.6	57899	NA	TRUE						
117.625	33317	NA	FALSE						
117.65	24025	NA	FALSE						
117.675	21645	NA	FALSE						
117.7	36454	NA	FALSE						
117.725	51013	NA	FALSE						
117.75	38394	NA	FALSE						
117.775	22650	NA	FALSE						
117.8	22438	NA	FALSE						
117.825	19442	NA	FALSE						
117.85	16463	NA	FALSE						
117.875	22404	NA	FALSE						
117.9	28435	NA	FALSE						
117.925	22477	NA	FALSE						
117.95	29850	NA	FALSE						
117.975	54027	NA	FALSE						
118	95704	NA	TRUE						
118.025	166293	NA	TRUE						
118.05	257206	NA	TRUE						
118.075	244107	NA	TRUE						
118.1	126923	NA	TRUE						
118.125	66889	NA	TRUE						
118.15	38550	NA	FALSE						
118.175	23752	NA	FALSE						
118.2	21721	NA	FALSE						
118.225	27031	NA	FALSE						
118.25	20907	NA	FALSE						
118.275	16943	NA	FALSE						
118.3	20372	NA	FALSE						
118.325	20465	NA	FALSE						
118.35	25246	NA	FALSE						
118.375	44811	NA	FALSE						
118.4	49582	NA	FALSE						
118.425	27133	NA	FALSE						
118.45	21862	NA	FALSE						
118.475	27264	NA	FALSE						
118.5	39958	NA	FALSE						
118.525	74260	NA	TRUE						
118.55	118622	NA	TRUE						
118.575	100888	NA	TRUE						
118.6	57658	NA	TRUE						
118.625	33692	NA	FALSE						
118.65	23487	NA	FALSE						
118.675	21332	NA	FALSE						
118.7	36726	NA	FALSE						
118.725	55582	NA	FALSE						
118.75	37967	NA	FALSE						
118.775	21621	NA	FALSE						
118.8	22638	NA	FALSE						
118.825	18343	NA	FALSE						
118.85	16111	NA	FALSE						
118.875	23100	NA	FALSE						
118.9	27309	NA	FALSE						
118.925	22252	NA	FALSE						
118.95	28869	NA	FALSE						
118.975	54139	NA	FALSE						
119	103079	"oxonium-NLoss: HexNAc - CH6O3,CS 1"	TRUE						
119.025	173375	NA	TRUE						
119.05	252724	NA	TRUE						
119.075	239946	NA	TRUE						
119.1	122535	NA	TRUE						
119.125	66351	NA	TRUE						
119.15	37992	NA	FALSE						
119.175	23197	NA	FALSE						
119.2	22389	NA	FALSE						
119.225	25971	NA	FALSE						
119.25	21680	NA	FALSE						
119.275	15461	NA	FALSE						
119.3	20018	NA	FALSE						
119.325	21805	NA	FALSE						
119.35	22610	NA	FALSE						
119.375	44491	NA	FALSE						
119.4	53137	NA	FALSE						
119.425	28347	NA	FALSE						
119.45	21649	NA	FALSE						
119.475	27736	NA	FALSE						
119.5	40175	NA	FALSE						
119.525	75187	NA	TRUE						
119.55	121295	NA	TRUE						
119.575	126155	NA	TRUE						
119.6	57887	NA	TRUE						
119.625	38814	NA	FALSE						
119.65	24118	NA	FALSE						
119.675	21103	NA	FALSE						
119.7	33145	NA	FALSE						
119.725	56136	NA	FALSE						
119.75	37175	NA	FALSE						
119.775	21447	NA	FALSE						
119.8	22107	NA	FALSE						
119.825	18271	NA	FALSE						
119.85	16337	NA	FALSE						
119.875	21661	NA	FALSE						
119.9	28578	NA	FALSE						
119.925	24230	NA	FALSE						
119.95	29033	NA	FALSE						
119.975	55357	NA	FALSE						
120	88810	"oxonium-NLoss: HexNAc - CH6O3,CS 1"	TRUE						
120.025	167463	NA	TRUE						
120.05	255991	NA	TRUE						
120.075	235618	NA	TRUE						
120.1	132037	NA	TRUE						
120.125	75686	NA	TRUE						
120.15	39533	NA	FALSE						
120.175	23409	NA	FALSE						
120.2	22801	NA	FALSE						
120.225	25811	NA	FALSE						
120.25	21566	NA	FALSE						
120.275	14950	NA	FALSE						
120.3	20291	NA	FALSE						
120.325	22660	NA	FALSE						
120.35	22221	NA	FALSE						
120.375	42418	NA	FALSE						
120.4	51129	NA	FALSE						
120.425	27012	NA	FALSE						
120.45	21228	NA	FALSE						
120.475	28850	NA	FALSE						
120.5	38281	NA	FALSE						
120.525	72955	NA	TRUE						
120.55	126012	NA	TRUE						
120.575	147768	NA	TRUE						
120.6	61017	NA	TRUE						
120.625	33806	NA	FALSE						
120.65	24972	NA	FALSE						
120.675	22244	NA	FALSE						
120.7	35923	NA	FALSE						
120.725	53997	NA	FALSE						
120.75	36241	NA	FALSE						
120.775	21842	NA	FALSE						
120.8	22327	NA	FALSE						
120.825	22839	NA	FALSE						
120.85	16670	NA	FALSE						
120.875	21202	NA	FALSE						
120.9	27766	NA	FALSE						
120.925	23994	NA	FALSE						
120.95	27770	NA	FALSE						
120.975	53915	NA	FALSE						
121	78648	NA	TRUE						
121.025	164432	NA	TRUE						
121.05	261371	NA	TRUE						
121.075	263815	NA	TRUE						
121.1	133267	NA	TRUE						
121.125	71673	NA	TRUE						
121.15	41054	NA	FALSE						
121.175	22321	NA	FALSE						
121.2	21978	NA	FALSE						
121.225	25555	NA	FALSE						
121.25	20914	NA	FALSE						
121.275	16083	NA	FALSE						
121.3	21362	NA	FALSE						
121.325	23139	NA	FALSE						
121.35	23714	NA	FALSE						
121.375	49382	NA	FALSE						
121.4	50316	NA	FALSE						
121.425	31774	NA	FALSE						
121.45	22195	NA	FALSE						
121.475	28516	NA	FALSE						
121.5	38672	NA	FALSE						
121.525	71568	NA	TRUE						
121.55	133666	NA	TRUE						
121.575	153692	NA	TRUE						
121.6	64166	NA	TRUE						
121.625	34786	NA	FALSE						
121.65	24670	NA	FALSE						
121.675	21705	NA	FALSE						
121.7	39828	NA	FALSE						
121.725	57661	NA	TRUE						
121.75	44861	NA	FALSE						
121.775	22317	NA	FALSE						
121.8	22971	NA	FALSE						
121.825	21307	NA	FALSE						
121.85	16484	NA	FALSE						
121.875	22583	NA	FALSE						
121.9	29777	NA	FALSE						
121.925	24101	NA	FALSE						
121.95	29151	NA	FALSE						
121.975	52923	NA	FALSE						
122	85104	NA	TRUE						
122.025	158574	NA	TRUE						
122.05	256722	NA	TRUE						
122.075	257964	NA	TRUE						
122.1	144548	NA	TRUE						
122.125	65936	NA	TRUE						
122.15	44545	NA	FALSE						
122.175	23273	NA	FALSE						
122.2	21101	NA	FALSE						
122.225	27907	NA	FALSE						
122.25	24819	NA	FALSE						
122.275	15969	NA	FALSE						
122.3	20232	NA	FALSE						
122.325	23290	NA	FALSE						
122.35	24459	NA	FALSE						
122.375	47291	NA	FALSE						
122.4	49648	NA	FALSE						
122.425	30940	NA	FALSE						
122.45	23809	NA	FALSE						
122.475	27552	NA	FALSE						
122.5	38745	NA	FALSE						
122.525	70437	NA	TRUE						
122.55	127472	NA	TRUE						
122.575	132796	NA	TRUE						
122.6	71111	NA	TRUE						
122.625	33823	NA	FALSE						
122.65	25102	NA	FALSE						
122.675	21340	NA	FALSE						
122.7	33876	NA	FALSE						
122.725	57734	NA	TRUE						
122.75	38714	NA	FALSE						
122.775	24096	NA	FALSE						
122.8	21732	NA	FALSE						
122.825	19011	NA	FALSE						
122.85	16330	NA	FALSE						
122.875	21550	NA	FALSE						
122.9	28428	NA	FALSE						
122.925	22752	NA	FALSE						
122.95	28324	NA	FALSE						
122.975	46805	NA	FALSE						
123	90020	NA	TRUE						
123.025	150481	NA	TRUE						
123.05	232761	NA	TRUE						
123.075	241221	NA	TRUE						
123.1	141359	NA	TRUE						
123.125	71538	NA	TRUE						
123.15	42298	NA	FALSE						
123.175	22357	NA	FALSE						
123.2	20135	NA	FALSE						
123.225	25585	NA	FALSE						
123.25	21121	NA	FALSE						
123.275	15903	NA	FALSE						
123.3	18887	NA	FALSE						
123.325	21159	NA	FALSE						
123.35	22325	NA	FALSE						
123.375	41307	NA	FALSE						
123.4	52115	NA	FALSE						
123.425	31457	NA	FALSE						
123.45	22027	NA	FALSE						
123.475	27021	NA	FALSE						
123.5	38100	NA	FALSE						
123.525	65999	NA	TRUE						
123.55	123957	NA	TRUE						
123.575	114998	NA	TRUE						
123.6	64602	NA	TRUE						
123.625	37816	NA	FALSE						
123.65	24159	NA	FALSE						
123.675	21198	NA	FALSE						
123.7	31583	NA	FALSE						
123.725	55116	NA	FALSE						
123.75	40566	NA	FALSE						
123.775	23767	NA	FALSE						
123.8	21345	NA	FALSE						
123.825	19185	NA	FALSE						
123.85	15658	NA	FALSE						
123.875	21005	NA	FALSE						
123.9	29301	NA	FALSE						
123.925	22958	NA	FALSE						
123.95	32038	NA	FALSE						
123.975	45314	NA	FALSE						
124	85784	NA	TRUE						
124.025	147591	NA	TRUE						
124.05	236911	NA	TRUE						
124.075	226720	NA	TRUE						
124.1	130893	NA	TRUE						
124.125	87319	NA	TRUE						
124.15	42572	NA	FALSE						
124.175	23847	NA	FALSE						
124.2	21154	NA	FALSE						
124.225	25171	NA	FALSE						
124.25	24498	NA	FALSE						
124.275	15431	NA	FALSE						
124.3	19256	NA	FALSE						
124.325	23048	NA	FALSE						
124.35	21352	NA	FALSE						
124.375	38514	NA	FALSE						
124.4	52406	NA	FALSE						
124.425	29751	NA	FALSE						
124.45	21968	NA	FALSE						
124.475	26659	NA	FALSE						
124.5	37336	NA	FALSE						
124.525	68737	NA	TRUE						
124.55	121841	NA	TRUE						
124.575	107905	NA	TRUE						
124.6	63232	NA	TRUE						
124.625	36101	NA	FALSE						
124.65	24725	NA	FALSE						
124.675	21231	NA	FALSE						
124.7	30248	NA	FALSE						
124.725	54165	NA	FALSE						
124.75	39717	NA	FALSE						
124.775	22854	NA	FALSE						
124.8	22222	NA	FALSE						
124.825	20369	NA	FALSE						
124.85	15403	NA	FALSE						
124.875	21117	NA	FALSE						
124.9	28104	NA	FALSE						
124.925	24068	NA	FALSE						
124.95	27158	NA	FALSE						
124.975	46878	NA	FALSE						
125	88509	"oxonium-NLoss: HexNAc - C2H4O2,CS 1"	TRUE						
125.025	140613	NA	TRUE						
125.05	262160	NA	TRUE						
125.075	230459	NA	TRUE						
125.1	126265	NA	TRUE						
125.125	93581	NA	TRUE						
125.15	41827	NA	FALSE						
125.175	23009	NA	FALSE						
125.2	21589	NA	FALSE						
125.225	24962	NA	FALSE						
125.25	22006	NA	FALSE						
125.275	15647	NA	FALSE						
125.3	20533	NA	FALSE						
125.325	23151	NA	FALSE						
125.35	21996	NA	FALSE						
125.375	39130	NA	FALSE						
125.4	49716	NA	FALSE						
125.425	30397	NA	FALSE						
125.45	23351	NA	FALSE						
125.475	26847	NA	FALSE						
125.5	37342	NA	FALSE						
125.525	65270	NA	TRUE						
125.55	112150	NA	TRUE						
125.575	106645	NA	TRUE						
125.6	61220	NA	TRUE						
125.625	38821	NA	FALSE						
125.65	24643	NA	FALSE						
125.675	21933	NA	FALSE						
125.7	29656	NA	FALSE						
125.725	49936	NA	FALSE						
125.75	36277	NA	FALSE						
125.775	22858	NA	FALSE						
125.8	23245	NA	FALSE						
125.825	19074	NA	FALSE						
125.85	15806	NA	FALSE						
125.875	23109	NA	FALSE						
125.9	26855	NA	FALSE						
125.925	24636	NA	FALSE						
125.95	26407	NA	FALSE						
125.975	50477	NA	FALSE						
126	98830	"oxonium-NLoss: HexNAc - C2H4O2,CS 1"	TRUE						
126.025	130589	NA	TRUE						
126.05	254297	NA	TRUE						
126.075	220765	NA	TRUE						
126.1	131666	NA	TRUE						
126.125	84380	NA	TRUE						
126.15	42711	NA	FALSE						
126.175	24528	NA	FALSE						
126.2	20663	NA	FALSE						
126.225	25048	NA	FALSE						
126.25	22612	NA	FALSE						
126.275	14446	NA	FALSE						
126.3	19321	NA	FALSE						
126.325	20216	NA	FALSE						
126.35	21777	NA	FALSE						
126.375	37855	NA	FALSE						
126.4	47220	NA	FALSE						
126.425	29908	NA	FALSE						
126.45	20970	NA	FALSE						
126.475	26105	NA	FALSE						
126.5	37695	NA	FALSE						
126.525	63585	NA	TRUE						
126.55	109209	NA	TRUE						
126.575	117451	NA	TRUE						
126.6	60810	NA	TRUE						
126.625	35707	NA	FALSE						
126.65	24659	NA	FALSE						
126.675	21493	NA	FALSE						
126.7	30556	NA	FALSE						
126.725	52179	NA	FALSE						
126.75	37706	NA	FALSE						
126.775	21245	NA	FALSE						
126.8	21332	NA	FALSE						
126.825	18689	NA	FALSE						
126.85	14987	NA	FALSE						
126.875	20451	NA	FALSE						
126.9	25548	NA	FALSE						
126.925	23551	NA	FALSE						
126.95	26585	NA	FALSE						
126.975	45672	NA	FALSE						
127	88311	NA	TRUE						
127.025	147806	NA	TRUE						
127.05	255374	NA	TRUE						
127.075	260380	NA	TRUE						
127.1	156725	NA	TRUE						
127.125	74554	NA	TRUE						
127.15	42261	NA	FALSE						
127.175	24916	NA	FALSE						
127.2	20751	NA	FALSE						
127.225	26313	NA	FALSE						
127.25	23092	NA	FALSE						
127.275	15282	NA	FALSE						
127.3	18635	NA	FALSE						
127.325	20902	NA	FALSE						
127.35	22594	NA	FALSE						
127.375	42302	NA	FALSE						
127.4	51456	NA	FALSE						
127.425	32761	NA	FALSE						
127.45	21095	NA	FALSE						
127.475	26360	NA	FALSE						
127.5	38341	"oxonium-NLoss: Neu5Ac-H2O,CS 2"	FALSE						
127.525	61242	NA	TRUE						
127.55	116956	NA	TRUE						
127.575	122950	NA	TRUE						
127.6	64113	NA	TRUE						
127.625	34763	NA	FALSE						
127.65	25301	NA	FALSE						
127.675	22081	NA	FALSE						
127.7	30389	NA	FALSE						
127.725	61788	NA	TRUE						
127.75	47005	NA	FALSE						
127.775	22082	NA	FALSE						
127.8	20528	NA	FALSE						
127.825	18696	NA	FALSE						
127.85	16820	NA	FALSE						
127.875	21161	NA	FALSE						
127.9	29831	NA	FALSE						
127.925	24528	NA	FALSE						
127.95	29025	NA	FALSE						
127.975	47513	NA	FALSE						
128	82627	"oxonium-NLoss: Neu5Ac-H2O,CS 2"	TRUE						
128.025	153130	NA	TRUE						
128.05	353760	NA	TRUE						
128.075	257699	NA	TRUE						
