Gap	Count
166.3	26084
162.3	28389
170.3	26244
174.3	25404
178.325	31360
182.325	31127
190.325	28126
186.325	29664
166.325	33041
162.325	33060
174.325	32950
170.325	33152
146.325	37782
150.325	38639
158.325	35386
154.325	37822
130.325	38476
134.325	36974
142.325	36592
138.325	37400
242.325	25041
246.325	24394
250.325	23547
254.325	25170
226.325	23315
230.325	23302
238.325	23680
234.325	23116
210.325	24325
214.325	24622
222.325	24104
218.325	23419
194.325	27411
198.325	27169
202.325	26550
206.325	25206
356.65	108409
364.65	102485
332.65	131005
324.65	137228
348.65	115556
340.65	127246
292.65	162081
300.65	174407
308.65	148130
316.65	144593
260.65	132127
268.65	136347
276.65	140259
284.65	144486
260.625	174071
268.625	162317
276.625	151546
284.625	148000
292.625	142007
300.625	131767
316.625	111468
308.625	117147
332.625	93828
324.625	112194
340.625	80910
348.625	74830
364.625	67463
356.625	68875
348.675	131225
340.675	129266
324.675	122852
332.675	130662
356.675	129174
364.675	132550
284.675	100459
276.675	101694
268.675	86731
260.675	79982
316.675	121113
308.675	115377
300.675	108400
292.675	105676
308.7	67032
316.7	75993
292.7	63535
300.7	72942
276.7	52147
284.7	56392
268.7	50923
260.7	46161
364.7	105703
356.7	104082
348.7	105135
340.7	90617
324.7	75419
332.7	84913
154.35	34822
158.35	36839
150.35	37092
146.35	37339
142.35	40290
138.35	36409
130.35	37090
134.35	38713
190.35	32923
186.35	35676
182.35	36265
178.35	34849
174.35	37054
170.35	35051
166.35	37291
162.35	39014
218.35	31685
222.35	32197
210.35	31220
214.35	32905
202.35	31838
206.35	32340
194.35	32129
198.35	33265
250.35	28143
254.35	27529
246.35	28138
242.35	28861
234.35	30496
238.35	29630
226.35	32414
230.35	29736
77.175	41630
79.175	40632
73.175	40891
75.175	41033
71.175	41473
69.175	40260
65.175	41193
67.175	40055
93.175	39198
95.175	39794
91.175	39294
89.175	41216
87.175	40218
85.175	39521
83.175	38448
81.175	39685
111.175	40618
109.175	38387
107.175	40049
105.175	39032
103.175	38964
101.175	38328
99.175	37474
97.175	38373
125.175	42584
127.175	45447
121.175	40744
123.175	41135
119.175	42079
117.175	40921
115.175	40604
113.175	40934
300.725	38857
292.725	40321
316.725	43089
308.725	41021
268.725	33477
260.725	32123
284.725	35541
276.725	35413
364.725	64270
356.725	63115
324.725	53541
332.725	53148
340.725	53903
348.725	58012
364.775	28225
356.775	27251
332.775	36476
324.775	40719
340.775	29032
348.775	28940
292.775	37608
300.775	35113
308.775	34918
316.775	32257
260.775	49640
268.775	46604
284.775	50695
276.775	44809
130.375	59713
134.375	58566
138.375	57973
142.375	54244
146.375	50929
150.375	47354
154.375	44768
158.375	45768
166.375	44049
162.375	62204
174.375	38239
170.375	40235
182.375	35761
178.375	37473
190.375	35835
186.375	35532
194.375	35956
198.375	33368
206.375	31581
202.375	33448
210.375	31999
214.375	31941
218.375	31947
222.375	32410
226.375	32487
230.375	32909
234.375	32698
238.375	31407
242.375	32243
246.375	32858
250.375	30552
254.375	29733
268.75	36713
260.75	32928
284.75	34088
276.75	33649
300.75	30717
292.75	31040
316.75	30427
308.75	29942
332.75	31057
324.75	32236
348.75	35346
340.75	34468
364.75	42187
356.75	37347
0.075	248637
59.6	61106
58.6	59967
56.6	57220
57.6	56644
63.6	61451
62.6	61877
61.6	62712
60.6	65837
51.6	57412
50.6	56171
48.6	58253
49.6	57647
55.6	55950
54.6	57831
52.6	57305
53.6	58828
43.6	55519
42.6	56697
40.6	54519
41.6	55351
46.6	57345
47.6	55630
45.6	59074
44.6	55924
35.6	57810
34.6	54196
33.6	55353
32.6	55446
38.6	53369
39.6	55796
37.6	55943
36.6	57034
117.2	39678
119.2	39198
113.2	40252
115.2	38882
125.2	38075
127.2	37904
123.2	36557
121.2	39031
101.2	41160
103.2	42453
99.2	42665
97.2	42146
109.2	39298
111.2	40010
107.2	40485
105.2	41714
87.2	47525
85.2	47783
81.2	47140
83.2	47498
95.2	44560
93.2	42514
89.2	47373
91.2	46128
71.2	52969
69.2	48888
65.2	48040
67.2	52394
79.2	48942
77.2	48856
75.2	47176
73.2	48432
234.4	33900
238.4	33694
226.4	35392
230.4	39788
254.4	29601
250.4	32251
246.4	32348
242.4	35968
206.4	40137
202.4	46567
198.4	44821
194.4	49615
218.4	37609
222.4	38693
214.4	39383
210.4	44554
174.4	67636
170.4	69305
162.4	94036
166.4	72301
186.4	55896
190.4	53430
182.4	58459
178.4	62754
138.4	92524
142.4	90566
130.4	91362
134.4	93583
158.4	75815
154.4	82680
146.4	83975
150.4	80213
348.8	36170
340.8	38490
324.8	44272
332.8	42372
356.8	34780
364.8	31834
284.8	57598
276.8	56206
268.8	62669
260.8	56431
308.8	49420
316.8	46481
300.8	52671
292.8	55827
1.2	79701
3.725	50225
3.6	68195
3.975	427826
1.075	185534
3.85	51240
1.45	137704
3.225	41000
3.1	71009
3.475	180478
1.325	305992
3.35	123975
1.7	98873
2.725	55657
2.6	63307
2.975	473790
1.575	92828
2.85	56492
1.95	350187
2.225	49672
2.1	87747
2.475	204142
1.825	72124
2.35	141922
7.325	147663
7.45	88123
0.6	126437
7.075	135232
7.2	43693
7.825	58832
7.95	186632
7.7	78727
7.575	69668
6.45	90615
6.325	222392
0.725	91023
6.2	43931
6.075	131916
6.95	199499
6.825	53396
6.575	69143
6.7	77509
5.45	95629
5.325	226372
0.85	104099
5.075	144619
5.2	45538
5.95	224675
5.825	56832
5.575	69313
5.7	77189
0.975	668240
4.45	102008
4.325	180259
4.075	148269
