Gap	Count
151.6	19474785
151.7	8993642
151.8	8445947
151.9	7706835
152	16071282
152.1	33895225
152.2	7971774
152.3	7504847
152.4	9773077
152.5	10763643
152.6	19146318
152.7	8943614
152.8	8257255
152.9	7505307
153	16538986
153.1	33387761
153.2	8101781
153.3	7204540
153.4	9626335
153.5	10882417
153.6	19268433
153.7	8882756
153.8	8028533
153.9	7686683
154	17005096
154.1	34388285
154.2	7933898
154.3	7227407
154.4	9636802
154.5	10586703
154.6	19629799
154.7	8865013
154.8	8173299
154.9	7626773
155	16004471
155.1	35724527
155.2	7849495
155.3	7270190
155.4	9996524
155.5	10158217
155.6	19714012
155.7	9272140
155.8	8270843
155.9	7780193
156	15722965
156.1	37854355
156.2	7952596
156.3	7202275
156.4	10352085
156.5	9930203
156.6	19916823
156.7	9366474
156.8	8486222
156.9	7853929
157	16049487
157.1	37040948
157.2	7872490
157.3	7280454
157.4	10009588
157.5	9747582
157.6	19552978
157.7	8974162
157.8	8261325
157.9	7721243
158	15500888
158.1	36766825
158.2	8020702
158.3	7236169
158.4	9696500
158.5	9710783
158.6	19474327
158.7	8732497
158.8	8186620
158.9	7644887
159	15343547
159.1	36157013
159.2	7974314
159.3	7048652
159.4	9612401
159.5	9846245
159.6	19636623
159.7	8822718
159.8	8132112
159.9	7658948
160	16364222
160.1	35292443
160.2	8147060
160.3	7270331
160.4	10218028
160.5	10485976
160.6	20480682
160.7	9584017
160.8	8670018
160.9	7847837
161	17640347
161.1	38055428
161.2	8334195
161.3	7513613
161.4	11609026
161.5	11017235
161.6	22505411
161.7	10395423
161.8	8937549
161.9	7776330
162	16933211
162.1	41994491
162.2	8176378
162.3	7351190
162.4	11360765
162.5	10645484
162.6	22887007
162.7	10082553
162.8	8534195
162.9	7651981
163	15703636
163.1	40865161
163.2	8157078
163.3	7221720
163.4	10454714
163.5	10077604
163.6	21893992
163.7	9178881
163.8	8370344
163.9	7464971
164	14704266
164.1	37338070
164.2	8165698
164.3	7098542
164.4	9765014
164.5	9606973
164.6	20303325
164.7	8666966
164.8	8246713
164.9	7526193
165	14323603
165.1	35295082
165.2	8441582
165.3	7074728
165.4	9794143
165.5	9384771
165.6	19756739
165.7	8633678
165.8	8321328
165.9	7732080
166	14198118
166.1	34868968
166.2	8250604
166.3	7093815
166.4	9812471
166.5	9285838
166.6	19291449
166.7	8752279
166.8	8177160
166.9	7682622
167	13725832
167.1	34408242
167.2	8121900
167.3	7055830
167.4	9931917
167.5	9257026
167.6	18784972
167.7	8789810
167.8	8258291
167.9	7717724
168	13586095
168.1	35968960
168.2	8247950
168.3	7132583
168.4	9769030
168.5	9275465
168.6	19343370
168.7	8595957
168.8	8151270
168.9	7611190
169	13984854
169.1	36039174
169.2	8040954
169.3	6977470
169.4	9844727
169.5	9353041
169.6	20394329
169.7	8600472
169.8	8168091
169.9	7871326
170	14007454
170.1	38668516
170.2	8099261
170.3	7027443
170.4	9848522
170.5	9305762
170.6	20727462
170.7	8516209
170.8	8241130
170.9	7701041
171	13563772
171.1	37854783
171.2	8070337
171.3	7118176
171.4	9631279
171.5	9111769
171.6	20683700
171.7	8396296
171.8	8145589
171.9	7695197
172	14093738
172.1	36258934
172.2	8282202
172.3	6992306
172.4	9529513
172.5	8994351
172.6	20381188
172.7	8342096
172.8	8068426
172.9	7709343
173	13673390
173.1	35756897
173.2	8316242
173.3	6835289
173.4	9601765
173.5	9025729
173.6	19799889
173.7	8297011
173.8	8095214
173.9	7762727
174	13375850
174.1	35783443
174.2	8102642
174.3	6966424
174.4	9828745
174.5	8961295
174.6	19479378
174.7	8526156
174.8	8378452
174.9	7613313
175	13341682
175.1	36510584
175.2	8202280
175.3	6868794
175.4	10262860
175.5	8978397
175.6	19192154
175.7	8841767
175.8	8425385
175.9	7563456
176	12974680
176.1	34882721
176.2	8324368
176.3	6734295
176.4	9960315
176.5	8939383
176.6	19048513
176.7	8545342
176.8	8191819
176.9	7358427
177	12947483
177.1	33707706
177.2	8243510
177.3	6742019
177.4	9394310
177.5	8910317
177.6	19190770
177.7	8179491
177.8	7969279
177.9	7377512
178	13012757
178.1	33856880
178.2	8887840
178.3	6762105
178.4	9179848
178.5	8917194
178.6	19882611
178.7	8031745
178.8	7986020
178.9	7422328
